2 1
0.1837 -2.1429 17.8297
0.3061 -2.1429 17.6447
0.4286 -2.1429 17.4898
0.5510 -2.1429 17.3648
0.6735 -2.1429 17.2699
0.7959 -2.1429 17.2049
0.9184 -2.1429 17.1699
1.0408 -2.1429 17.1649
1.1633 -2.1429 17.1899
1.2857 -2.1429 17.2449
1.4082 -2.1429 17.3299
1.5306 -2.1429 17.4448
1.6531 -2.1429 17.5898
1.7755 -2.1429 17.7647
1.8980 -2.1429 17.9696
2.0204 -2.1429 18.2045
2.1429 -2.1429 18.4694
2.2653 -2.1429 18.7643
2.3878 -2.1429 19.0891
2.5102 -2.1429 19.4440
2.6327 -2.1429 19.8288
2.7551 -2.1429 20.2436
2.8776 -2.1429 20.6885
3.0000 -2.1429 21.1633
-3.0000 -2.0204 32.1637
-2.8776 -2.0204 31.1991
-2.7551 -2.0204 30.2645
-2.6327 -2.0204 29.3599
-2.5102 -2.0204 28.4852
-2.3878 -2.0204 27.6406
-2.2653 -2.0204 26.8259
-2.1429 -2.0204 26.0412
-2.0204 -2.0204 25.2865
-1.8980 -2.0204 24.5618
-1.7755 -2.0204 23.8671
-1.6531 -2.0204 23.2024
-1.5306 -2.0204 22.5677
-1.4082 -2.0204 21.9629
-1.2857 -2.0204 21.3882
-1.1633 -2.0204 20.8434
-1.0408 -2.0204 20.3286
-0.9184 -2.0204 19.8438
-0.7959 -2.0204 19.3890
-0.6735 -2.0204 18.9642
-0.5510 -2.0204 18.5693
-0.4286 -2.0204 18.2045
-0.3061 -2.0204 17.8696
-0.1837 -2.0204 17.5648
-0.0612 -2.0204 17.2899
0.0612 -2.0204 17.0450
0.1837 -2.0204 16.8301
0.3061 -2.0204 16.6451
0.4286 -2.0204 16.4902
0.5510 -2.0204 16.3653
0.6735 -2.0204 16.2703
0.7959 -2.0204 16.2053
0.9184 -2.0204 16.1703
1.0408 -2.0204 16.1653
1.1633 -2.0204 16.1903
1.2857 -2.0204 16.2453
1.4082 -2.0204 16.3303
1.5306 -2.0204 16.4452
1.6531 -2.0204 16.5902
1.7755 -2.0204 16.7651
1.8980 -2.0204 16.9700
2.0204 -2.0204 17.2049
2.1429 -2.0204 17.4698
2.2653 -2.0204 17.7647
2.3878 -2.0204 18.0895
2.5102 -2.0204 18.4444
2.6327 -2.0204 18.8292
2.7551 -2.0204 19.2441
2.8776 -2.0204 19.6889
3.0000 -2.0204 20.1637
-3.0000 -1.8980 31.1941
-2.8776 -1.8980 30.2295
-2.7551 -1.8980 29.2949
-2.6327 -1.8980 28.3903
-2.5102 -1.8980 27.5156
-2.3878 -1.8980 26.6710
-2.2653 -1.8980 25.8563
-2.1429 -1.8980 25.0716
-2.0204 -1.8980 24.3170
-1.8980 -1.8980 23.5923
-1.7755 -1.8980 22.8975
-1.6531 -1.8980 22.2328
-1.5306 -1.8980 21.5981
-1.4082 -1.8980 20.9933
-1.2857 -1.8980 20.4186
-1.1633 -1.8980 19.8738
-1.0408 -1.8980 19.3590
-0.9184 -1.8980 18.8742
-0.7959 -1.8980 18.4194
-0.6735 -1.8980 17.9946
-0.5510 -1.8980 17.5998
-0.4286 -1.8980 17.2349
-0.3061 -1.8980 16.9000
-0.1837 -1.8980 16.5952
-0.0612 -1.8980 16.3203
0.0612 -1.8980 16.0754
0.1837 -1.8980 15.8605
0.3061 -1.8980 15.6756
0.4286 -1.8980 15.5206
0.5510 -1.8980 15.3957
0.6735 -1.8980 15.3007
0.7959 -1.8980 15.2357
0.9184 -1.8980 15.2007
1.0408 -1.8980 15.1958
1.1633 -1.8980 15.2207
1.2857 -1.8980 15.2757
1.4082 -1.8980 15.3607
1.5306 -1.8980 15.4756
1.6531 -1.8980 15.6206
1.7755 -1.8980 15.7955
1.8980 -1.8980 16.0004
2.0204 -1.8980 16.2353
2.1429 -1.8980 16.5002
2.2653 -1.8980 16.7951
2.3878 -1.8980 17.1200
2.5102 -1.8980 17.4748
2.6327 -1.8980 17.8596
2.7551 -1.8980 18.2745
2.8776 -1.8980 18.7193
3.0000 -1.8980 19.1941
-3.0000 -1.7755 30.2545
-2.8776 -1.7755 29.2899
-2.7551 -1.7755 28.3553
-2.6327 -1.7755 27.4506
-2.5102 -1.7755 26.5760
-2.3878 -1.7755 25.7314
-2.2653 -1.7755 24.9167
-2.1429 -1.7755 24.1320
-2.0204 -1.7755 23.3773
-1.8980 -1.7755 22.6526
-1.7755 -1.7755 21.9579
-1.6531 -1.7755 21.2932
-1.5306 -1.7755 20.6585
-1.4082 -1.7755 20.0537
-1.2857 -1.7755 19.4790
-1.1633 -1.7755 18.9342
-1.0408 -1.7755 18.4194
-0.9184 -1.7755 17.9346
-0.7959 -1.7755 17.4798
-0.6735 -1.7755 17.0550
-0.5510 -1.7755 16.6601
-0.4286 -1.7755 16.2953
-0.3061 -1.7755 15.9604
-0.1837 -1.7755 15.6556
-0.0612 -1.7755 15.3807
0.0612 -1.7755 15.1358
0.1837 -1.7755 14.9209
0.3061 -1.7755 14.7359
0.4286 -1.7755 14.5810
0.5510 -1.7755 14.4561
0.6735 -1.7755 14.3611
0.7959 -1.7755 14.2961
0.9184 -1.7755 14.2611
1.0408 -1.7755 14.2561
1.1633 -1.7755 14.2811
1.2857 -1.7755 14.3361
1.4082 -1.7755 14.4211
1.5306 -1.7755 14.5360
1.6531 -1.7755 14.6810
1.7755 -1.7755 14.8559
1.8980 -1.7755 15.0608
2.0204 -1.7755 15.2957
2.1429 -1.7755 15.5606
2.2653 -1.7755 15.8555
2.3878 -1.7755 16.1803
2.5102 -1.7755 16.5352
2.6327 -1.7755 16.9200
2.7551 -1.7755 17.3349
2.8776 -1.7755 17.7797
3.0000 -1.7755 18.2545
-3.0000 -1.6531 29.3449
-2.8776 -1.6531 28.3803
-2.7551 -1.6531 27.4456
-2.6327 -1.6531 26.5410
-2.5102 -1.6531 25.6664
-2.3878 -1.6531 24.8217
-2.2653 -1.6531 24.0071
-2.1429 -1.6531 23.2224
-2.0204 -1.6531 22.4677
-1.8980 -1.6531 21.7430
-1.7755 -1.6531 21.0483
-1.6531 -1.6531 20.3836
-1.5306 -1.6531 19.7489
-1.4082 -1.6531 19.1441
-1.2857 -1.6531 18.5693
-1.1633 -1.6531 18.0246
-1.0408 -1.6531 17.5098
-0.9184 -1.6531 17.0250
-0.7959 -1.6531 16.5702
-0.6735 -1.6531 16.1454
-0.5510 -1.6531 15.7505
-0.4286 -1.6531 15.3857
-0.3061 -1.6531 15.0508
-0.1837 -1.6531 14.7459
-0.0612 -1.6531 14.4711
0.0612 -1.6531 14.2262
0.1837 -1.6531 14.0112
0.3061 -1.6531 13.8263
0.4286 -1.6531 13.6714
0.5510 -1.6531 13.5464
0.6735 -1.6531 13.4515
0.7959 -1.6531 13.3865
0.9184 -1.6531 13.3515
1.0408 -1.6531 13.3465
1.1633 -1.6531 13.3715
1.2857 -1.6531 13.4265
1.4082 -1.6531 13.5115
1.5306 -1.6531 13.6264
1.6531 -1.6531 13.7713
1.7755 -1.6531 13.9463
1.8980 -1.6531 14.1512
2.0204 -1.6531 14.3861
2.1429 -1.6531 14.6510
2.2653 -1.6531 14.9459
2.3878 -1.6531 15.2707
2.5102 -1.6531 15.6256
2.6327 -1.6531 16.0104
2.7551 -1.6531 16.4252
2.8776 -1.6531 16.8701
3.0000 -1.6531 17.3449
-3.0000 -1.5306 28.4652
-2.8776 -1.5306 27.5006
-2.7551 -1.5306 26.5660
-2.6327 -1.5306 25.6614
-2.5102 -1.5306 24.7868
-2.3878 -1.5306 23.9421
-2.2653 -1.5306 23.1274
-2.1429 -1.5306 22.3428
-2.0204 -1.5306 21.5881
-1.8980 -1.5306 20.8634
-1.7755 -1.5306 20.1687
-1.6531 -1.5306 19.5040
-1.5306 -1.5306 18.8692
-1.4082 -1.5306 18.2645
-1.2857 -1.5306 17.6897
-1.1633 -1.5306 17.1449
-1.0408 -1.5306 16.6302
-0.9184 -1.5306 16.1454
-0.7959 -1.5306 15.6905
-0.6735 -1.5306 15.2657
-0.5510 -1.5306 14.8709
-0.4286 -1.5306 14.5060
-0.3061 -1.5306 14.1712
-0.1837 -1.5306 13.8663
-0.0612 -1.5306 13.5914
0.0612 -1.5306 13.3465
0.1837 -1.5306 13.1316
0.3061 -1.5306 12.9467
0.4286 -1.5306 12.7918
0.5510 -1.5306 12.6668
0.6735 -1.5306 12.5718
0.7959 -1.5306 12.5069
0.9184 -1.5306 12.4719
1.0408 -1.5306 12.4669
1.1633 -1.5306 12.4919
1.2857 -1.5306 12.5469
1.4082 -1.5306 12.6318
1.5306 -1.5306 12.7468
1.6531 -1.5306 12.8917
1.7755 -1.5306 13.0666
1.8980 -1.5306 13.2716
2.0204 -1.5306 13.5065
2.1429 -1.5306 13.7713
2.2653 -1.5306 14.0662
2.3878 -1.5306 14.3911
2.5102 -1.5306 14.7459
2.6327 -1.5306 15.1308
2.7551 -1.5306 15.5456
2.8776 -1.5306 15.9904
3.0000 -1.5306 16.4652
-3.0000 -1.4082 27.6156
-2.8776 -1.4082 26.6510
-2.7551 -1.4082 25.7164
-2.6327 -1.4082 24.8117
-2.5102 -1.4082 23.9371
-2.3878 -1.4082 23.0925
-2.2653 -1.4082 22.2778
-2.1429 -1.4082 21.4931
-2.0204 -1.4082 20.7384
-1.8980 -1.4082 20.0137
-1.7755 -1.4082 19.3190
-1.6531 -1.4082 18.6543
-1.5306 -1.4082 18.0196
-1.4082 -1.4082 17.4148
-1.2857 -1.4082 16.8401
-1.1633 -1.4082 16.2953
-1.0408 -1.4082 15.7805
-0.9184 -1.4082 15.2957
-0.7959 -1.4082 14.8409
-0.6735 -1.4082 14.4161
-0.5510 -1.4082 14.0212
-0.4286 -1.4082 13.6564
-0.3061 -1.4082 13.3215
-0.1837 -1.4082 13.0167
-0.0612 -1.4082 12.7418
0.0612 -1.4082 12.4969
0.1837 -1.4082 12.2820
0.3061 -1.4082 12.0970
0.4286 -1.4082 11.9421
0.5510 -1.4082 11.8172
0.6735 -1.4082 11.7222
0.7959 -1.4082 11.6572
0.9184 -1.4082 11.6222
1.0408 -1.4082 11.6172
1.1633 -1.4082 11.6422
1.2857 -1.4082 11.6972
1.4082 -1.4082 11.7822
1.5306 -1.4082 11.8971
1.6531 -1.4082 12.0421
1.7755 -1.4082 12.2170
1.8980 -1.4082 12.4219
2.0204 -1.4082 12.6568
2.1429 -1.4082 12.9217
2.2653 -1.4082 13.2166
2.3878 -1.4082 13.5414
2.5102 -1.4082 13.8963
2.6327 -1.4082 14.2811
2.7551 -1.4082 14.6960
2.8776 -1.4082 15.1408
3.0000 -1.4082 15.6156
-3.0000 -1.2857 26.7959
-2.8776 -1.2857 25.8313
-2.7551 -1.2857 24.8967
-2.6327 -1.2857 23.9921
-2.5102 -1.2857 23.1175
-2.3878 -1.2857 22.2728
-2.2653 -1.2857 21.4581
-2.1429 -1.2857 20.6735
-2.0204 -1.2857 19.9188
-1.8980 -1.2857 19.1941
-1.7755 -1.2857 18.4994
-1.6531 -1.2857 17.8347
-1.5306 -1.2857 17.1999
-1.4082 -1.2857 16.5952
-1.2857 -1.2857 16.0204
-1.1633 -1.2857 15.4756
-1.0408 -1.2857 14.9608
-0.9184 -1.2857 14.4761
-0.7959 -1.2857 14.0212
-0.6735 -1.2857 13.5964
-0.5510 -1.2857 13.2016
-0.4286 -1.2857 12.8367
-0.3061 -1.2857 12.5019
-0.1837 -1.2857 12.1970
-0.0612 -1.2857 11.9221
0.0612 -1.2857 11.6772
0.1837 -1.2857 11.4623
0.3061 -1.2857 11.2774
0.4286 -1.2857 11.1224
0.5510 -1.2857 10.9975
0.6735 -1.2857 10.9025
0.7959 -1.2857 10.8376
0.9184 -1.2857 10.8026
1.0408 -1.2857 10.7976
1.1633 -1.2857 10.8226
1.2857 -1.2857 10.8776
1.4082 -1.2857 10.9625
1.5306 -1.2857 11.0775
1.6531 -1.2857 11.2224
1.7755 -1.2857 11.3973
1.8980 -1.2857 11.6022
2.0204 -1.2857 11.8372
2.1429 -1.2857 12.1020
2.2653 -1.2857 12.3969
2.3878 -1.2857 12.7218
2.5102 -1.2857 13.0766
2.6327 -1.2857 13.4615
2.7551 -1.2857 13.8763
2.8776 -1.2857 14.3211
3.0000 -1.2857 14.7959
-3.0000 -1.1633 26.0062
-2.8776 -1.1633 25.0416
-2.7551 -1.1633 24.1070
-2.6327 -1.1633 23.2024
-2.5102 -1.1633 22.3278
-2.3878 -1.1633 21.4831
-2.2653 -1.1633 20.6685
-2.1429 -1.1633 19.8838
-2.0204 -1.1633 19.1291
-1.8980 -1.1633 18.4044
-1.7755 -1.1633 17.7097
-1.6531 -1.1633 17.0450
-1.5306 -1.1633 16.4102
-1.4082 -1.1633 15.8055
-1.2857 -1.1633 15.2307
-1.1633 -1.1633 14.6860
-1.0408 -1.1633 14.1712
-0.9184 -1.1633 13.6864
-0.7959 -1.1633 13.2316
-0.6735 -1.1633 12.8067
-0.5510 -1.1633 12.4119
-0.4286 -1.1633 12.0471
-0.3061 -1.1633 11.7122
-0.1837 -1.1633 11.4073
-0.0612 -1.1633 11.1324
0.0612 -1.1633 10.8875
0.1837 -1.1633 10.6726
0.3061 -1.1633 10.4877
0.4286 -1.1633 10.3328
0.5510 -1.1633 10.2078
0.6735 -1.1633 10.1129
0.7959 -1.1633 10.0479
0.9184 -1.1633 10.0129
1.0408 -1.1633 10.0079
1.1633 -1.1633 10.0329
1.2857 -1.1633 10.0879
1.4082 -1.1633 10.1728
1.5306 -1.1633 10.2878
1.6531 -1.1633 10.4327
1.7755 -1.1633 10.6077
1.8980 -1.1633 10.8126
2.0204 -1.1633 11.0475
2.1429 -1.1633 11.3124
2.2653 -1.1633 11.6072
2.3878 -1.1633 11.9321
2.5102 -1.1633 12.2870
2.6327 -1.1633 12.6718
2.7551 -1.1633 13.0866
2.8776 -1.1633 13.5314
3.0000 -1.1633 14.0062
-3.0000 -1.0408 25.2466
-2.8776 -1.0408 24.2820
-2.7551 -1.0408 23.3474
-2.6327 -1.0408 22.4427
-2.5102 -1.0408 21.5681
-2.3878 -1.0408 20.7234
-2.2653 -1.0408 19.9088
-2.1429 -1.0408 19.1241
-2.0204 -1.0408 18.3694
-1.8980 -1.0408 17.6447
-1.7755 -1.0408 16.9500
-1.6531 -1.0408 16.2853
-1.5306 -1.0408 15.6506
-1.4082 -1.0408 15.0458
-1.2857 -1.0408 14.4711
-1.1633 -1.0408 13.9263
-1.0408 -1.0408 13.4115
-0.9184 -1.0408 12.9267
-0.7959 -1.0408 12.4719
-0.6735 -1.0408 12.0471
-0.5510 -1.0408 11.6522
-0.4286 -1.0408 11.2874
-0.3061 -1.0408 10.9525
-0.1837 -1.0408 10.6476
-0.0612 -1.0408 10.3728
0.0612 -1.0408 10.1279
0.1837 -1.0408 9.9130
0.3061 -1.0408 9.7280
0.4286 -1.0408 9.5731
0.5510 -1.0408 9.4481
0.6735 -1.0408 9.3532
0.7959 -1.0408 9.2882
0.9184 -1.0408 9.2532
1.0408 -1.0408 9.2482
1.1633 -1.0408 9.2732
1.2857 -1.0408 9.3282
1.4082 -1.0408 9.4132
1.5306 -1.0408 9.5281
1.6531 -1.0408 9.6731
1.7755 -1.0408 9.8480
1.8980 -1.0408 10.0529
2.0204 -1.0408 10.2878
2.1429 -1.0408 10.5527
2.2653 -1.0408 10.8476
2.3878 -1.0408 11.1724
2.5102 -1.0408 11.5273
2.6327 -1.0408 11.9121
