2 1
5.1351 -7.5676 0.0934
3.2432 -5.1351 0.2057
-0.8108 -2.1622 1.0911
-6.2162 5.6757 0.1098
-4.0541 0.5405 0.4272
7.2973 -4.8649 0.1014
7.2973 3.2432 0.1216
-2.4324 -4.5946 0.2756
-1.0811 -5.4054 0.2470
4.3243 4.8649 0.1803
-6.2162 10.0000 0.0569
-10.0000 -0.8108 0.0779
-1.0811 -4.3243 0.3658
-4.5946 10.0000 0.0650
-2.7027 -3.2432 0.4036
-7.8378 1.0811 0.1238
5.9459 -7.2973 0.0883
8.3784 -1.0811 0.1090
-2.1622 -5.6757 0.2057
0.0000 3.2432 0.6390
3.5135 -1.3514 0.4947
0.2703 -2.1622 1.1855
-6.2162 -4.8649 0.1244
-0.2703 3.7838 0.4881
-4.8649 5.9459 0.1311
-9.7297 4.8649 0.0665
7.5676 0.2703 0.1348
-3.2432 6.7568 0.1375
-6.4865 -0.5405 0.1803
5.4054 8.3784 0.0789
3.7838 -4.0541 0.2443
8.9189 4.3243 0.0798
1.6216 -4.5946 0.3108
4.0541 4.3243 0.2154
3.7838 -1.6216 0.4222
-7.8378 6.4865 0.0758
-7.2973 1.6216 0.1382
6.7568 -10.0000 0.0542
5.9459 -8.3784 0.0744
5.4054 1.0811 0.2470
-0.2703 -0.8108 2.9299
5.4054 -9.4595 0.0663
8.6486 4.0541 0.0858
5.1351 8.3784 0.0812
-4.0541 -0.8108 0.4190
-1.6216 9.7297 0.0806
7.2973 -1.6216 0.1382
-2.7027 2.4324 0.5256
-0.8108 -7.0270 0.1537
2.1622 -0.2703 1.1855
1.8919 -0.2703 1.4154
-4.3243 -8.1081 0.0925
-2.1622 -6.4865 0.1641
-2.7027 -0.8108 0.8031
6.7568 6.7568 0.0857
-5.9459 -3.2432 0.1671
-0.8108 5.9459 0.2105
3.7838 -6.7568 0.1291
5.9459 -2.1622 0.1903
6.4865 6.7568 0.0892
-7.5676 7.0270 0.0736
-1.8919 -5.6757 0.2117
-7.2973 -5.1351 0.0980
8.1081 5.1351 0.0850
-1.8919 2.4324 0.6959
2.1622 -6.2162 0.1765
-7.2973 9.4595 0.0553
9.1892 -1.8919 0.0889
6.7568 7.5676 0.0762
-4.5946 -4.3243 0.1913
-9.4595 4.3243 0.0726
5.6757 -5.1351 0.1321
6.2162 2.7027 0.1669
-9.7297 7.0270 0.0548
-2.9730 10.0000 0.0722
-10.0000 -9.7297 0.0407
-5.1351 -0.5405 0.2791
2.9730 -10.0000 0.0722
2.7027 8.3784 0.1006
-6.7568 -5.1351 0.1081
9.7297 -7.5676 0.0520
-1.3514 8.9189 0.0960
7.8378 -5.4054 0.0863
7.8378 -6.2162 0.0784
-9.4595 -4.5946 0.0711
-9.7297 3.7838 0.0721
-9.4595 0.5405 0.0872
0.0000 2.1622 1.1985
9.7297 -4.5946 0.0679
-4.5946 7.0270 0.1104
7.2973 7.0270 0.0765
-4.8649 -9.7297 0.0665
-5.9459 2.1622 0.1903
9.1892 -9.1892 0.0468
-5.4054 9.1892 0.0692
-1.8919 -1.0811 1.1855
7.5676 -6.7568 0.0762
7.8378 2.9730 0.1107
2.4324 -6.2162 0.1718
-10.0000 7.5676 0.0502
-9.1892 -8.6486 0.0496
-5.4054 -8.9189 0.0722
8.1081 1.3514 0.1150
0.0000 1.0811 2.5247
-6.7568 -6.2162 0.0927
8.1081 -4.3243 0.0925
5.4054 -9.1892 0.0692
-5.6757 9.1892 0.0674
-1.0811 4.5946 0.3295
-6.7568 -2.1622 0.1529
2.4324 8.6486 0.0967
8.9189 8.1081 0.0543
8.3784 -6.7568 0.0679
8.3784 5.4054 0.0789
5.6757 -4.0541 0.1580
-7.0270 -6.4865 0.0856
-5.6757 -3.7838 0.1648
-8.6486 5.9459 0.0713
2.9730 2.4324 0.4775
-5.4054 -8.6486 0.0755
7.2973 -1.3514 0.1402
9.7297 7.8378 0.0506
3.7838 -4.8649 0.2001
2.7027 -8.1081 0.1066
-4.0541 8.6486 0.0858
1.8919 -1.0811 1.1855
6.7568 6.4865 0.0892
2.1622 -3.7838 0.3811
-8.9189 2.9730 0.0885
1.3514 -5.9459 0.2042
-8.3784 -8.1081 0.0580
2.9730 4.5946 0.2504
9.4595 2.4324 0.0821
-7.0270 -6.7568 0.0824
7.8378 -9.1892 0.0541
2.4324 -0.5405 0.9746
-1.8919 -7.2973 0.1360
-9.4595 -3.7838 0.0756
3.2432 9.7297 0.0746
0.2703 1.3514 2.0517
5.9459 -5.4054 0.1202
-1.8919 7.8378 0.1194
-2.9730 -9.4595 0.0797
5.4054 -2.1622 0.2229
-6.2162 4.0541 0.1402
6.7568 2.4324 0.1493
8.1081 3.2432 0.1022
5.1351 -7.0270 0.1029
3.2432 -2.7027 0.4036
7.8378 -0.8108 0.1248
5.1351 -0.5405 0.2791
3.2432 2.9730 0.3746
-9.4595 9.4595 0.0442
-5.6757 4.3243 0.1512
9.7297 1.8919 0.0798
-9.1892 -0.8108 0.0918
3.2432 -9.7297 0.0746
-8.1081 8.3784 0.0580
-1.8919 -10.0000 0.0758
-9.4595 0.2703 0.0874
6.7568 4.8649 0.1122
-7.8378 -6.7568 0.0733
7.8378 2.7027 0.1131
7.0270 -8.9189 0.0611
0.8108 -10.0000 0.0779
-2.9730 -1.3514 0.6317
7.5676 -6.4865 0.0789
4.5946 -4.3243 0.1913
-1.3514 5.1351 0.2649
4.5946 -2.9730 0.2504
5.9459 -0.2703 0.2137
-4.0541 0.0000 0.4339
6.7568 -0.5405 0.1669
2.7027 -10.0000 0.0732
-6.2162 9.4595 0.0615
7.0270 1.8919 0.1456
7.8378 8.1081 0.0619
6.4865 5.6757 0.1049
-6.2162 -1.0811 0.1913
4.0541 4.8649 0.1900
5.6757 -5.9459 0.1150
4.0541 0.2703 0.4322
4.3243 -3.7838 0.2285
-2.9730 -8.3784 0.0987
7.2973 -9.1892 0.0573
3.2432 -8.1081 0.1022
1.8919 -6.7568 0.1561
-7.2973 -8.1081 0.0661
-2.7027 6.4865 0.1557
-8.1081 -9.7297 0.0493
7.0270 9.4595 0.0568
-2.4324 -4.8649 0.2533
0.5405 9.1892 0.0922
9.7297 -8.9189 0.0454
8.6486 -7.0270 0.0634
9.1892 9.7297 0.0442
-5.1351 4.0541 0.1786
9.7297 6.4865 0.0577
8.3784 -5.9459 0.0744
-6.2162 -5.1351 0.1194
-8.3784 -2.7027 0.1006
-5.6757 7.5676 0.0874
-5.4054 2.1622 0.2229
6.7568 -7.0270 0.0824
-8.9189 2.7027 0.0900
7.5676 5.4054 0.0904
-3.2432 2.9730 0.3746
7.0270 -9.7297 0.0548
-10.0000 -2.1622 0.0750
0.0000 -2.4324 1.0105
-1.6216 0.8108 1.5131
-9.4595 3.5135 0.0771
8.6486 5.9459 0.0713
4.8649 6.4865 0.1181
-7.8378 -0.2703 0.1260
0.5405 -9.4595 0.0872
-1.8919 5.9459 0.1954
-1.8919 6.4865 0.1679
3.2432 4.0541 0.2763
-0.5405 -7.0270 0.1548
1.3514 5.4054 0.2421
-6.7568 4.8649 0.1122
7.2973 5.1351 0.0980
-3.7838 0.5405 0.4817
1.3514 -8.1081 0.1150
6.7568 -6.4865 0.0892
8.1081 7.8378 0.0619
6.7568 -1.0811 0.1639
2.9730 -3.5135 0.3451
9.4595 8.1081 0.0509
-3.5135 1.0811 0.5157
4.0541 5.6757 0.1580
-4.8649 -9.1892 0.0727
-2.1622 6.4865 0.1641
-2.1622 -4.5946 0.2879
-5.1351 0.2703 0.2813
-6.2162 -8.6486 0.0693
-1.3514 -3.7838 0.4409
8.1081 -4.5946 0.0900
2.1622 7.2973 0.1335
-9.1892 -7.5676 0.0557
-1.8919 -0.5405 1.3625
-3.2432 1.8919 0.4970
4.8649 -2.4324 0.2533
-8.9189 7.8378 0.0560
-1.0811 -9.4595 0.0863
-4.5946 6.2162 0.1296
-0.5405 -3.7838 0.4817
-3.7838 -4.3243 0.2285
-0.5405 -3.5135 0.5466
-9.7297 4.0541 0.0707
4.3243 7.8378 0.0974
10.0000 -8.6486 0.0452
5.9459 2.9730 0.1732
4.8649 -2.9730 0.2318
-5.9459 7.2973 0.0883
7.0270 4.8649 0.1066
-3.5135 4.0541 0.2599
5.6757 -8.1081 0.0800
-4.8649 7.2973 0.1014
7.8378 -4.3243 0.0974
1.3514 9.7297 0.0812
-9.4595 -4.8649 0.0695
6.7568 3.5135 0.1333
0.0000 -2.1622 1.1985
4.3243 0.8108 0.3746
-7.5676 -7.5676 0.0686
4.3243 5.1351 0.1700
5.4054 -5.9459 0.1202
-7.0270 1.8919 0.1456
-10.0000 7.2973 0.0515
7.8378 -0.5405 0.1255
8.9189 -7.5676 0.0576
-4.5946 -9.4595 0.0711
2.7027 -5.4054 0.2077
-3.2432 3.2432 0.3473
-2.7027 -2.4324 0.5256
2.1622 3.2432 0.4653
-5.4054 -7.0270 0.0993
9.7297 8.9189 0.0454
1.0811 3.5135 0.5157
-3.7838 -6.7568 0.1291
5.1351 -4.3243 0.1700
1.0811 -4.8649 0.2981
-4.8649 5.1351 0.1537
-4.8649 6.7568 0.1122
2.9730 -8.6486 0.0934
3.7838 -7.0270 0.1218
-2.1622 -3.7838 0.3811
6.7568 -8.6486 0.0653
-8.6486 -9.4595 0.0481
-4.3243 -6.7568 0.1206
-4.8649 -8.6486 0.0796
-5.1351 -7.8378 0.0891
8.1081 -10.0000 0.0477
-1.6216 -5.1351 0.2581
5.1351 -9.7297 0.0650
-4.8649 -1.3514 0.2910
8.9189 8.6486 0.0512
-2.7027 -6.2162 0.1669
-0.8108 -6.2162 0.1937
7.0270 -3.2432 0.1292
0.5405 5.6757 0.2318
6.4865 4.8649 0.1181
-10.0000 5.6757 0.0596
-9.1892 9.1892 0.0468
-4.0541 -5.9459 0.1487
9.1892 -1.6216 0.0898
-8.6486 1.0811 0.1026
0.0000 -8.1081 0.1181
-5.6757 -5.9459 0.1150
-2.4324 3.2432 0.4339
-8.1081 4.5946 0.0900
4.0541 -8.1081 0.0950
-8.1081 2.4324 0.1086
10.0000 -8.3784 0.0465
4.5946 -0.5405 0.3418
-3.2432 -7.0270 0.1292
-9.1892 2.9730 0.0840
3.2432 -2.4324 0.4339
-0.2703 -5.9459 0.2137
-0.2703 -8.6486 0.1041
-5.4054 3.5135 0.1836
0.5405 -7.8378 0.1255
-7.2973 5.1351 0.0980
-2.1622 -3.5135 0.4206
3.5135 -4.3243 0.2421
9.1892 6.4865 0.0622
-3.5135 -9.7297 0.0734
-1.0811 5.9459 0.2077
-8.6486 -6.7568 0.0653
1.6216 -5.1351 0.2581
-8.3784 -1.8919 0.1056
2.7027 -4.3243 0.2857
7.8378 -7.5676 0.0663
-6.2162 2.4324 0.1718
0.8108 4.5946 0.3366
8.3784 4.0541 0.0903
-0.8108 8.6486 0.1033
8.9189 3.7838 0.0835
-3.7838 0.8108 0.4713
-7.8378 -8.6486 0.0579
-1.6216 9.4595 0.0850
-6.2162 7.0270 0.0889
4.5946 -1.6216 0.3108
-2.7027 1.0811 0.7638
-0.5405 5.1351 0.2791
7.0270 7.2973 0.0765
6.7568 -0.2703 0.1676
-10.0000 4.8649 0.0637
7.5676 9.1892 0.0557
7.5676 -9.4595 0.0538
2.4324 -1.6216 0.7586
6.4865 -1.3514 0.1743
8.1081 -7.0270 0.0683
-1.3514 10.0000 0.0771
7.2973 -5.1351 0.0980
-1.0811 -2.9730 0.6663
9.1892 -4.3243 0.0761
-0.2703 9.7297 0.0827
-9.1892 -7.8378 0.0541
-7.8378 -10.0000 0.0490
2.4324 2.7027 0.5256
6.4865 -9.1892 0.0622
8.1081 -4.8649 0.0875
9.7297 9.4595 0.0430
-3.5135 7.8378 0.1056
-8.6486 2.4324 0.0967
-7.0270 -0.2703 0.1555
-7.5676 10.0000 0.0502
3.7838 -1.3514 0.4409
5.4054 9.4595 0.0663
2.4324 6.7568 0.1493
5.9459 -5.1351 0.1255
-8.9189 -9.7297 0.0454
1.3514 3.5135 0.4947
5.9459 -3.5135 0.1610
10.0000 -9.1892 0.0429
5.4054 -3.7838 0.1757
2.4324 -3.7838 0.3598
-0.5405 1.0811 2.3115
-1.3514 9.7297 0.0812
-5.1351 8.9189 0.0741
0.8108 -1.3514 1.7843
-1.0811 -9.1892 0.0913
8.1081 2.4324 0.1086
0.8108 -5.1351 0.2756
4.0541 2.4324 0.3285
7.0270 -8.6486 0.0634
-5.4054 -6.4865 0.1092
4.8649 5.6757 0.1382
-7.5676 -7.8378 0.0663
-2.4324 3.7838 0.3598
9.4595 -1.6216 0.0850
-5.6757 -5.1351 0.1321
-0.8108 -3.5135 0.5333
-5.9459 7.0270 0.0922
-4.5946 8.1081 0.0900
-5.4054 -9.7297 0.0635
-10.0000 -6.4865 0.0555
-6.4865 0.8108 0.1788
5.6757 -5.6757 0.1204
-8.9189 -1.3514 0.0960
-4.3243 0.8108 0.3746
8.6486 5.1351 0.0775
-1.3514 8.6486 0.1017
8.6486 1.0811 0.1026
5.6757 8.9189 0.0703
9.4595 -1.3514 0.0857
-1.8919 7.5676 0.1273
4.5946 -10.0000 0.0650
-7.2973 -8.3784 0.0638
2.1622 4.0541 0.3462
-6.2162 -0.8108 0.1937
-2.7027 -6.4865 0.1557
4.8649 2.1622 0.2637
-4.5946 4.5946 0.1809
2.4324 -3.2432 0.4339
-1.8919 -4.5946 0.2997
-8.1081 -4.5946 0.0900
3.2432 -9.1892 0.0825
-4.8649 -4.0541 0.1900
4.0541 6.2162 0.1402
-5.9459 5.1351 0.1255
0.5405 -2.9730 0.7187
8.3784 3.5135 0.0946
8.3784 9.4595 0.0495
6.2162 10.0000 0.0569
8.1081 -7.2973 0.0661
-0.5405 -2.4324 0.9746
-3.2432 0.8108 0.6072
3.2432 8.3784 0.0967
-0.2703 1.3514 2.0517
-0.8108 7.8378 0.1248
-2.9730 -7.2973 0.1248
6.2162 -7.8378 0.0784
-4.3243 -3.2432 0.2563
-8.9189 -7.5676 0.0576
-8.9189 -0.2703 0.0980
9.7297 9.7297 0.0418
-7.8378 -5.4054 0.0863
7.8378 7.8378 0.0641
4.5946 -9.7297 0.0679
7.5676 2.4324 0.1227
-6.4865 -8.3784 0.0700
5.9459 1.8919 0.1954
9.1892 -4.8649 0.0727
-1.6216 -5.4054 0.2364
8.3784 1.6216 0.1069
4.8649 7.8378 0.0918
3.5135 -7.8378 0.1056
4.0541 -5.6757 0.1580
1.8919 8.3784 0.1056
6.2162 -1.3514 0.1884
-6.7568 -4.3243 0.1206
8.9189 6.2162 0.0666
3.5135 8.9189 0.0852
-1.0811 -3.2432 0.5845
-2.7027 8.9189 0.0900
4.3243 -9.1892 0.0761
-1.3514 -6.7568 0.1617
0.8108 -7.8378 0.1248
9.4595 -3.7838 0.0756
-5.9459 -1.6216 0.2001
5.6757 7.2973 0.0915
-7.2973 -2.1622 0.1335
-7.0270 -8.3784 0.0658
1.6216 -2.9730 0.5940
6.4865 5.9459 0.1007
1.6216 -5.6757 0.2171
-1.0811 5.6757 0.2261
2.7027 4.0541 0.3108
2.7027 1.6216 0.6703
1.0811 0.2703 2.4678
8.1081 6.2162 0.0752
2.7027 -3.7838 0.3387
-4.5946 -5.6757 0.1446
8.1081 -2.4324 0.1086
-3.5135 0.5405 0.5466
5.9459 -9.4595 0.0631
2.4324 -8.1081 0.1086
9.7297 4.3243 0.0693
-3.7838 -9.7297 0.0721
-6.2162 -8.3784 0.0722
9.7297 6.7568 0.0562
9.4595 1.8919 0.0842
-6.4865 8.3784 0.0700
4.8649 -7.5676 0.0965
-3.7838 9.4595 0.0756
6.7568 -4.0541 0.1248
6.4865 9.4595 0.0599
-4.3243 -5.9459 0.1427
6.2162 -4.0541 0.1402
4.5946 -4.5946 0.1809
-9.7297 -5.1351 0.0650
-0.2703 -0.2703 3.7277
-6.4865 -2.9730 0.1512
-7.8378 -8.1081 0.0619
1.8919 1.0811 1.1855
2.1622 2.7027 0.5723
4.5946 -4.8649 0.1710
-4.8649 0.5405 0.3082
10.0000 -6.7568 0.0542
4.5946 1.0811 0.3295
-6.4865 7.2973 0.0822
-5.9459 -4.8649 0.1311
-1.0811 -7.2973 0.1418
3.7838 7.8378 0.1029
2.1622 9.4595 0.0832
-8.3784 -9.7297 0.0479
8.1081 9.7297 0.0493
1.8919 7.0270 0.1456
10.0000 10.0000 0.0396
-3.5135 4.8649 0.2105
-9.4595 -3.5135 0.0771
-4.8649 4.5946 0.1710
6.2162 1.0811 0.1913
-4.3243 5.1351 0.1700
-9.1892 2.4324 0.0866
-9.7297 5.6757 0.0621
-8.3784 -9.1892 0.0511
-1.8919 -0.8108 1.2827
-6.2162 -6.4865 0.0967
-7.5676 -8.3784 0.0618
-5.6757 -9.1892 0.0674
1.8919 -1.8919 0.8735
4.8649 -1.6216 0.2827
-3.2432 -7.8378 0.1082
0.2703 1.8919 1.4154
-4.5946 -1.8919 0.2997
-6.4865 -5.6757 0.1049
7.5676 -4.3243 0.1026
7.2973 -10.0000 0.0515
1.3514 6.2162 0.1884
2.7027 0.2703 0.8531
5.6757 -6.2162 0.1098
0.5405 -5.1351 0.2791
-1.3514 -5.4054 0.2421
4.3243 8.9189 0.0798
-2.7027 -7.5676 0.1202
-8.1081 4.8649 0.0875
1.3514 4.3243 0.3551
1.8919 0.8108 1.2827
-10.0000 1.0811 0.0775
-7.8378 -3.7838 0.1029
-1.8919 -2.9730 0.5549
3.7838 -7.2973 0.1150
0.0000 4.5946 0.3462
-7.8378 1.6216 0.1211
-8.3784 -5.9459 0.0744
-7.8378 -0.5405 0.1255
9.4595 2.1622 0.0832
-8.6486 6.7568 0.0653
9.1892 8.6486 0.0496
-4.0541 -5.1351 0.1786
0.5405 -2.7027 0.8336
-3.7838 -0.2703 0.4881
-4.5946 8.6486 0.0817
-9.7297 4.5946 0.0679
0.8108 7.8378 0.1248
-7.2973 -1.6216 0.1382
-2.9730 5.1351 0.2150
-9.1892 10.0000 0.0429
-0.2703 -4.0541 0.4322
5.6757 1.3514 0.2220
4.8649 -1.0811 0.2981
7.8378 -2.9730 0.1107
2.4324 -4.5946 0.2756
-7.5676 -2.7027 0.1202
-9.7297 1.6216 0.0806
4.5946 4.3243 0.1913
-1.6216 -0.2703 1.7011
3.2432 3.5135 0.3218
0.2703 3.2432 0.6353
5.1351 8.6486 0.0775
4.3243 2.4324 0.3006
3.2432 -4.3243 0.2563
-5.4054 -2.7027 0.2077
-6.7568 2.9730 0.1416
-3.2432 3.5135 0.3218
-2.1622 -6.7568 0.1529
8.9189 -1.0811 0.0967
0.0000 -2.7027 0.8598
6.4865 5.4054 0.1092
-7.5676 3.5135 0.1117
5.1351 -8.3784 0.0812
4.3243 -8.3784 0.0880
-0.8108 -10.0000 0.0779
7.0270 -5.9459 0.0922
-0.2703 0.0000 3.8591
-1.0811 0.2703 2.4678
-4.3243 6.4865 0.1274
-8.6486 -5.4054 0.0755
6.4865 -9.4595 0.0599
5.6757 -7.5676 0.0874
-8.3784 4.8649 0.0835
-8.1081 1.0811 0.1161
-3.2432 -5.9459 0.1671
-8.3784 -4.0541 0.0903
-3.7838 1.8919 0.4021
-3.5135 -5.6757 0.1718
-2.4324 -2.7027 0.5256
0.8108 -0.2703 2.9299
1.8919 3.2432 0.4970
5.6757 8.6486 0.0734
4.5946 -7.0270 0.1104
4.5946 3.5135 0.2256
3.7838 2.1622 0.3811
-2.1622 2.4324 0.6353
7.0270 8.1081 0.0683
-7.8378 -1.8919 0.1194
4.8649 -8.1081 0.0875
-3.5135 -3.5135 0.2997
-2.7027 4.0541 0.3108
8.1081 9.1892 0.0526
2.9730 7.8378 0.1107
6.4865 0.8108 0.1788
-9.4595 2.9730 0.0797
-8.9189 -7.0270 0.0611
-1.6216 -9.4595 0.0850
8.6486 4.3243 0.0838
5.4054 1.6216 0.2364
-1.0811 7.2973 0.1418
9.4595 3.7838 0.0756
7.0270 0.8108 0.1537
9.1892 10.0000 0.0429
9.4595 -1.8919 0.0842
1.6216 -0.8108 1.5131
-9.1892 0.8108 0.0918
-3.5135 -2.7027 0.3695
3.7838 -5.9459 0.1548
4.0541 -3.5135 0.2599
-2.9730 2.4324 0.4775
-2.9730 -5.4054 0.1997
3.5135 4.5946 0.2256
1.0811 9.7297 0.0818
-9.7297 -3.5135 0.0734
-7.8378 -2.9730 0.1107
-0.5405 -2.9730 0.7187
1.3514 -6.2162 0.1884
-0.8108 2.9730 0.6959
8.3784 -3.5135 0.0946
4.0541 -6.2162 0.1402
5.9459 -7.0270 0.0922
5.6757 4.0541 0.1580
5.4054 7.8378 0.0863
-8.1081 -2.1622 0.1105
-8.3784 -3.2432 0.0967
-6.4865 4.8649 0.1181
-8.3784 -3.7838 0.0925
5.6757 1.6216 0.2171
4.5946 -9.1892 0.0744
-4.8649 -2.9730 0.2318
-3.7838 -7.5676 0.1087
-0.5405 -2.1622 1.1482
4.3243 -5.4054 0.1603
-7.0270 -3.2432 0.1292
2.9730 8.1081 0.1045
-10.0000 7.0270 0.0528
-0.8108 -1.8919 1.2827
0.0000 -0.8108 3.0104
9.1892 2.7027 0.0853
9.7297 6.2162 0.0591
-5.9459 1.6216 0.2001
2.9730 1.6216 0.5940
-2.9730 6.7568 0.1416
10.0000 0.0000 0.0784
-1.6216 3.7838 0.4222
2.7027 -6.2162 0.1669
1.3514 0.8108 1.7843
3.5135 -7.0270 0.1255
4.5946 1.6216 0.3108
4.8649 -4.8649 0.1622
-2.4324 0.8108 0.9330
-5.4054 7.5676 0.0904
-2.4324 4.0541 0.3285
0.2703 8.6486 0.1041
-1.3514 -2.1622 0.9411
2.9730 2.9730 0.4066
-3.7838 6.7568 0.1291
-1.8919 4.3243 0.3295
8.6486 6.7568 0.0653
-7.2973 10.0000 0.0515
0.8108 -6.7568 0.1656
1.3514 4.0541 0.3948
-6.7568 1.3514 0.1617
-6.2162 -1.8919 0.1809
9.1892 -9.7297 0.0442
2.1622 8.1081 0.1105
9.7297 -8.1081 0.0493
-1.6216 -7.2973 0.1382
-4.3243 8.9189 0.0798
10.0000 -0.8108 0.0779
-2.7027 -5.9459 0.1791
4.8649 5.1351 0.1537
-3.5135 -3.2432 0.3218
2.1622 -5.1351 0.2421
2.9730 5.1351 0.2150
8.6486 7.5676 0.0597
5.4054 -3.2432 0.1917
-4.8649 -7.0270 0.1066
0.8108 -6.4865 0.1788
-3.2432 9.1892 0.0825
-5.6757 2.1622 0.2057
1.0811 -2.1622 1.0199
-5.9459 0.5405 0.2125
-2.7027 0.2703 0.8531
0.8108 3.7838 0.4713
-1.6216 -1.3514 1.2392
-2.4324 -8.3784 0.1024
-8.9189 9.7297 0.0454
